age,gender,height_cm,weight_kg,Excersise,class
23,F,171.4,63.8,1,A
33,M,183,89.6,0,D
37,M,177.8,88.6,0,D
50,M,174.1,83.5,0,D
64,M,164.2,70.7,0,A
26,F,170.5,63,0,B
42,M,163,62.1,0,A
21,F,156.5,53.8,0,A
59,M,162.7,74.1,0,B
25,F,160.8,54.6,0,B
22,F,170.8,53.5,0,B
47,F,158,47,0,B
22,M,175.3,103.3,0,D
62,M,171.8,64.5,0,A
30,M,168,81,0,A
62,F,156.9,48.5,1,C
28,F,162.1,45.48,0,B
22,F,161.9,63.8,1,C
29,M,174.3,75.94,1,C
39,F,163.5,55,0,B
34,F,157.4,57.4,1,A
49,M,172.6,69.7,0,D
40,F,168.5,64.5,1,C
36,F,154,56.7,1,C
36,M,181.5,84.8,1,B
50,M,172.8,73.6,1,C
33,F,160,50.7,0,D
25,M,181.7,88.7,0,D
46,F,161.4,79.8,0,D
30,M,173.4,83.6,1,B
27,F,166.2,78.5,0,D
64,M,169.5,73.2,0,A
37,M,175.6,78.3,0,A
48,M,169.1,72.2,0,A
44,M,183.7,77.8,1,C
59,M,163.2,61.7,0,B
31,F,160.7,54.3,0,A
23,M,172.7,77,1,C
27,M,170.5,66.6,0,A
36,M,171.8,73.3,1,B
50,M,172.2,67,1,C
47,M,168.8,68.4,1,C
28,F,161.7,54.5,0,B
47,F,168.6,67.3,0,B
26,F,162.5,60.88,1,A
57,M,172.6,66.4,0,A
34,M,165.1,62.3,1,B
61,M,163.3,60.3,0,B
37,M,163,59.8,1,C
28,F,172.8,64.6,0,B
25,F,153.4,45.9,0,A
26,F,163,52.7,0,A
41,M,163.2,61.9,1,C
58,M,169.1,73.9,1,C
23,M,178.4,76.4,1,C
48,F,154.2,52.2,0,B
48,M,174.6,74.9,0,D
24,F,152.4,42.5,1,C
26,M,179.4,70.6,0,A
21,F,165.2,50.2,0,B
26,F,165.7,66.1,0,B
39,F,154.9,46.6,1,C
40,M,183.5,77.4,1,C
54,M,171,75.4,0,A
38,M,170.8,78.3,1,B
39,M,185.4,80.76,0,A
45,M,173.5,77.9,1,C
55,F,155,60.7,1,A
46,F,167,58.04,0,B
57,F,153,57.6,1,C
22,F,166.5,52.4,1,C
32,M,169,76.8,1,C
63,M,169.1,62.7,0,A
25,F,166.5,60.7,0,B
38,M,179.4,80,1,B
21,M,169.1,66.7,1,C
22,M,176,76.8,0,A
50,F,155.7,53.5,0,A
29,M,173.8,77.5,1,B
64,M,168.2,67.7,0,B
49,M,156.6,64.6,0,D
25,M,182,81.2,1,C
61,F,147.9,64.7,0,D
27,M,180.2,79.9,1,C
27,F,158.4,50.4,0,A
22,F,164.1,60.8,0,D
26,F,163.5,50.3,0,D
42,M,185.3,89.6,0,A
28,F,164.3,52.7,0,B
28,F,162.1,52.9,0,A
23,M,175,73.18,1,B
26,M,173.1,77.7,1,C
32,M,178.1,70.9,0,D
24,M,181.3,74.9,1,C
39,M,164.7,59.4,1,B
39,M,183,72,1,B
24,F,163.3,51.3,0,B
39,M,180.7,81,0,A
25,M,181.7,81,1,C
37,F,167,57.3,1,A
30,M,182.5,86.2,0,D
60,M,176.5,66.4,0,D
27,M,172.9,84.2,0,D
24,F,161.9,50.8,0,A
42,M,165.1,54.4,0,A
42,F,167.9,54.3,0,A
38,F,157.4,52.1,0,A
23,M,170.5,66.9,1,B
25,M,169.1,55.9,0,A
28,M,164,79.7,0,D
42,F,153.5,47.2,0,A
45,F,158.9,54.1,1,C
38,M,174.9,90.9,1,B
36,F,156.2,63.5,0,D
21,F,174,64.64,0,D
54,F,160.3,52.7,1,C
41,F,164.1,72.5,0,D
23,M,167.9,66.3,1,C
27,F,158.8,50.7,1,C
39,M,181.5,79.5,1,B
53,F,154,48.4,0,D
30,M,170.6,82,0,D
28,M,176.5,68,0,D
33,M,179,73.8,0,A
30,M,174.4,62.14,1,C
23,M,175.5,93.9,0,D
48,F,162.2,60.9,1,A
22,M,184.7,84.9,1,B
26,M,181.7,70.1,0,D
30,M,165,75.6,0,D
28,F,173.4,66.3,0,B
60,F,161.8,48.4,0,A
25,M,190.2,76,1,B
21,M,175.5,60.8,0,A
21,M,179.9,75,1,B
62,M,172.4,59.1,0,B
30,M,173,76.6,1,C
26,M,171.2,74.1,0,A
23,M,171.8,64.56,1,B
26,M,178.3,86.1,0,D
23,M,178.8,80.8,1,C
36,M,171.2,68.1,1,C
23,M,173,68.7,1,B
22,M,174.4,56.2,0,D
46,M,171.7,74.5,0,D
37,M,179.5,76.7,1,B
26,M,181.4,74.04,0,A
61,M,159.2,67.6,0,B
64,M,171.5,77.2,0,B
62,F,151,60.9,1,C
33,M,169,87,1,C
21,F,168.2,55.7,1,A
31,M,172.5,69,0,A
46,F,162.3,61.2,1,A
62,F,150.2,47.7,0,B
56,M,174.2,71.3,0,A
27,F,164.1,52.3,0,A
22,M,178.2,72.5,1,B
25,M,177.1,85.48,0,D
39,M,175,81.5,0,D
46,F,157.4,50.8,0,B
23,M,173,63.4,0,A
47,M,173.8,68.5,1,C
25,M,173.9,70.2,0,A
32,F,159.2,55.1,1,C
22,F,176.2,68.8,0,B
22,M,166.8,61.6,0,A
28,M,180.2,93.9,0,D
40,F,158.1,54,0,A
22,M,174.7,83.1,0,D
34,F,167.9,56.6,0,B
31,M,169.9,79.5,0,D
46,M,171.3,65.86,0,A
63,M,160.5,59.1,0,D
56,M,175.8,66.8,0,D
44,M,173.9,94.3,0,D
23,M,165.4,72.98,1,C
27,M,171.2,63.74,1,C
63,F,153.1,53,0,A
63,M,160.4,60.6,1,C
58,M,171.1,64.4,0,B
56,F,139.5,44.8,0,D
55,F,154,56,1,C
61,F,161.4,58.1,0,B
32,M,173.5,61.2,0,A
30,M,185.1,87,0,D
32,M,177.8,90.7,1,C
30,M,175.5,61.2,0,D
53,M,166.9,67.9,0,B
27,F,167.8,60.9,1,A
54,M,167.7,65.2,1,C
57,M,174.8,78.7,0,B
22,F,161.8,43.9,0,B
39,F,161.4,48.16,0,A
27,F,158.9,47.3,0,A
62,M,172.7,79,0,B
21,F,168.9,56.3,0,B
30,M,168.5,63.5,0,A
51,M,166.2,70.84,0,A
36,M,183.2,83.8,1,C
63,M,170.8,68.3,0,B
61,F,161.3,57,1,C
59,F,153.5,52.8,1,C
61,F,160.7,58.4,1,A
21,M,173.9,72.4,1,C
28,M,171.3,59.6,1,C
24,F,158.4,54.34,0,B
26,M,175.6,71.1,1,C
29,M,178.1,68.38,0,D
24,M,181.6,93.5,0,D
44,F,155.2,57.1,0,D
27,M,174.7,73,0,D
58,F,157.5,48.6,1,C
42,M,175,78.6,1,B
30,M,185,79,0,A
29,M,169.9,69.28,1,B
29,M,179.9,87.3,0,D
47,M,173.1,73.5,0,D
48,M,170.5,66.5,0,A
45,M,173.8,72.1,1,B
32,F,163.2,55,0,A
25,M,176.6,78.6,0,D
45,M,180.3,79.7,0,D
63,M,165.5,68.3,1,C
27,F,162.5,57.3,0,D
41,M,167.5,73.5,0,D
22,F,158.7,50.6,0,A
48,F,159.4,52.4,0,B
24,F,160.1,51,0,A
61,M,166.6,62.7,0,B
21,M,175.5,78.7,0,A
39,F,153,53.6,1,C
24,F,160.6,61.3,0,D
26,M,181.6,73.1,1,C
34,M,171.8,87.6,0,A
26,M,170.1,62.6,0,A
32,M,173.1,73.7,0,A
30,M,177.8,82.3,1,B
22,M,170,66.6,1,B
24,M,177.7,82.04,0,D
24,F,162.7,51.7,0,B
23,M,172,75.5,1,C
28,M,181.5,68.94,0,D
28,M,180.8,90.6,0,D
34,M,188.5,118.8,0,D
54,M,169.1,65.3,0,B
50,M,173.9,74.3,0,D
27,F,167.5,58.2,0,D
27,F,160.7,64.8,1,A
51,M,180.8,68.6,0,A
59,F,145,48.2,1,C
22,M,173,70.8,1,B
27,M,180.7,86.5,1,C
46,M,173.6,81.4,0,D
56,F,163.3,66.62,0,B
30,M,178.5,82.2,1,C
23,F,157.4,49.3,1,C
30,M,187.4,91.2,1,C
27,F,154.5,84.5,0,D
32,M,167.8,66.1,1,C
26,F,165,62.8,1,A
50,F,157.1,60.1,1,C
56,M,174.9,71.3,0,A
45,F,156.5,56.8,0,B
60,M,166.5,66.9,0,B
63,M,168.7,59.48,1,C
21,F,169.3,60.18,1,C
23,M,177.2,70.8,1,C
27,F,162.6,51.5,0,A
40,F,166.1,51,0,A
50,F,157,51.1,0,B
33,F,161.3,54.8,0,D
28,F,166.1,65.6,1,C
27,M,189.5,72.5,1,C
31,M,178,87.2,0,A
22,M,171.1,75,1,C
21,M,175.4,76.84,1,B
26,M,178.3,68.4,0,A
26,M,163,74.4,1,B
22,M,172.3,68.5,1,C
21,F,160.8,54.9,0,A
21,F,158.5,61.6,0,D
24,M,186.7,71.8,1,C
22,M,170.1,69,0,D
46,M,160.2,76.2,0,D
62,M,156.4,55.84,1,C
30,M,175.8,73.8,0,A
23,M,179.2,75.4,1,C
51,M,160.7,58.7,0,A
35,F,170.8,79.7,0,B
48,M,166.7,64,0,D
24,M,170.9,63.1,1,C
27,M,175.6,70,0,A
42,F,159.2,57.9,0,D
64,F,151.9,47.6,1,C
32,F,164.1,54.4,1,C
45,M,170,76.4,1,B
58,M,175.5,66.6,0,A
22,M,163.6,61.7,1,B
32,M,170.2,70,1,B
40,F,168.6,61,0,B
25,M,172.9,70.2,1,B
24,M,171.1,68.1,1,B
23,F,162.4,61.52,1,A
33,M,178,84,0,D
33,M,178,78.3,1,B
53,F,156.1,54,1,C
51,F,165.8,58,1,A
58,M,167.4,65.52,0,A
29,F,157.9,59,0,B
32,M,173,68.9,1,C
25,M,172.8,66.3,0,D
26,F,162.1,60.3,1,A
60,M,169.7,78.1,0,B
59,M,163.5,65.7,1,C
44,M,182.2,79.44,0,D
57,M,162.4,65.8,0,D
24,F,169.6,71.48,1,C
36,M,182.4,86.3,0,D
24,F,161.5,59.24,1,A
24,M,170.1,68.9,1,C
59,M,160.8,58.2,0,B
48,M,166.3,67.12,0,A
44,M,179,92.9,0,D
63,M,170.4,67.2,0,A
27,M,172.1,73.2,0,A
29,M,172,66.3,0,A
48,M,167.6,66.4,0,B
39,F,152.9,42.2,1,C
53,M,174.5,69.2,0,D
35,M,173.8,97.6,0,D
57,M,167.1,73.3,0,D
24,M,181.4,87,1,B
50,M,175,81.3,0,A
23,M,174.3,72.1,1,B
23,F,159.4,56.6,1,A
56,M,168.4,85.5,0,D
24,M,172,68.24,0,D
52,F,152.1,49.5,1,C
59,F,156.7,55.82,1,C
29,M,169.7,66.6,1,B
26,M,174.3,80.1,1,C
43,F,167.5,51.4,0,A
23,M,180.5,85.78,1,C
52,M,167.2,79.2,0,D
28,M,168.8,61.2,0,A
51,F,167.7,58.2,1,A
24,F,163.8,58.2,0,D
59,M,177.5,73.9,1,C
26,M,164.8,60.74,0,A
47,F,160.5,61.6,0,D
59,M,164.6,57.2,1,C
38,F,158.6,58.4,0,B
29,M,169.6,62.8,0,A
32,M,168.5,66.8,1,B
36,M,172.5,72.7,0,A
24,M,155.9,55.28,1,C
46,F,150,72.8,0,D
28,M,174.6,74.7,1,B
50,F,157.3,51.8,0,B
50,F,167.2,60.1,1,A
56,M,175.1,81.5,0,B
26,M,177.9,74.74,0,A
24,M,177.8,75.7,1,C
46,F,153.1,64.8,0,D
37,F,168.8,57.6,1,C
61,F,157.2,49.2,0,B
30,M,175.5,72.4,0,A
34,M,167.4,68.9,1,C
62,M,170,72.7,0,A
62,M,168.7,71.8,0,D
22,M,164.2,60.8,1,C
54,F,169.1,51.9,0,B
36,M,172.4,67.7,0,A
48,F,155.2,64.6,0,D
40,M,181.6,78.7,0,D
49,M,169.7,67.74,0,A
24,M,176.7,76.6,1,C
46,F,165.5,58,1,A
37,F,155.7,53.8,0,D
30,M,174.2,70.1,1,B
60,M,180,84.1,0,B
30,M,180.7,86.6,1,B
23,F,155.5,46.5,0,D
53,M,165.5,72,0,D
43,M,173.8,85.5,0,D
22,F,160.1,54.4,0,B
46,M,179,78.4,1,C
30,M,171.3,70.1,0,A
34,M,182.4,90.3,1,C
45,F,161.7,53.7,1,C
26,F,165.6,48.6,0,A
61,F,155.8,59.7,1,C
25,F,172.5,58.2,1,C
42,M,187.1,92.4,1,C
62,M,169.1,65.3,0,D
51,M,168.1,75.4,0,B
23,M,181.2,83.6,1,B
51,M,181.9,96.9,0,D
46,F,147.6,49.2,0,B
57,F,149,54.4,0,D
50,F,162,61,0,D
21,F,155.1,41.56,1,C
31,M,182.2,72.9,0,D
43,F,164.1,58.1,1,C
35,M,173,67.9,1,C
37,F,162.7,71.3,0,D
50,M,169.3,78.3,0,D
23,M,163.1,70.3,0,D
28,M,175,61.1,0,D
57,F,151.4,58.9,0,D
27,M,177.3,75.88,1,B
40,M,169.1,66.7,0,D
34,M,176.8,75.3,1,C
52,F,170.6,67.9,0,B
23,F,161.7,58.4,1,A
21,F,157.3,57.9,1,A
25,M,175.8,84.6,0,D
61,M,172.9,75,1,C
27,F,161,52.6,0,A
30,M,174.4,68.6,0,A
24,F,155.4,48,0,D
48,F,155.4,51.02,0,D
63,F,151.4,45.8,0,A
28,M,170.9,78.8,1,C
31,M,180.3,73.3,1,B
60,M,171.7,77.6,0,A
45,M,187.5,108.1,0,D
23,M,172,88.7,0,D
49,M,166.5,69.1,0,B
64,M,169.2,76.6,0,A
26,M,167.3,71.8,0,A
64,F,157,56.7,0,D
21,F,156.9,60.6,1,A
24,M,178.6,88.2,1,C
43,M,176.4,75.1,1,C
28,M,175.3,82.8,1,B
41,F,158.2,55.2,0,D
26,M,178,67.4,0,A
51,M,174.3,59.1,0,B
40,M,176.5,72.8,0,A
35,M,174.3,65.9,0,A
39,M,179.3,86.7,0,D
52,F,149.4,50.7,0,A
28,M,175.2,79,0,A
50,M,170.9,90,0,D
48,M,164,54.5,0,B
24,M,182,88.2,1,C
38,M,171.3,65.1,1,B
63,M,162.4,62.4,0,D
56,F,153.5,46.3,0,B
58,M,170.7,70,0,B
41,M,184.3,78.7,0,A
52,F,156.2,64.5,0,B
22,M,174.8,74,1,B
22,M,182.5,82,1,C
34,M,175.7,80,0,A
29,M,174.6,71.4,0,A
27,M,176.6,75.8,0,A
31,F,163.6,61.8,0,D
40,M,181,73.8,1,B
28,M,177.7,84.9,1,C
29,F,157.6,48.8,0,A
22,M,177.4,84.5,1,B
21,F,162.2,55.3,1,A
51,F,156.8,64.5,0,B
25,M,187.1,86.5,0,A
34,M,176.4,89.8,1,B
63,F,158.3,54.76,0,B
43,M,166.3,73,0,D
25,F,163.1,53.2,1,C
41,F,152.8,48.62,0,A
28,M,165.3,69.5,1,B
23,F,159.2,47.7,1,C
28,M,171.4,72.2,0,A
31,M,173.5,88.2,1,C
55,M,178,65.9,0,B
41,M,177.9,85.9,1,C
57,M,163.2,61.2,1,C
52,F,165,51.6,0,D
22,F,156.9,49.2,0,A
44,F,158.5,66.9,1,A
55,M,175.9,74.2,0,B
57,F,161.3,57.4,1,A
26,M,179.9,76.4,1,B
56,M,167,65.9,0,A
46,M,167.2,68.8,0,B
28,F,167.5,58.7,0,B
22,M,165.1,60.1,0,A
41,M,170.1,60.6,1,B
33,M,163.5,54.8,1,C
32,M,191.7,90.2,0,A
59,M,168.1,66.3,0,B
27,M,168,70.8,0,A
22,M,184.6,90.6,1,B
27,M,186.7,75.8,1,C
22,F,160.3,49.5,0,B
28,F,162.2,55.3,0,B
31,M,174.1,76.9,1,B
28,M,168.7,86.2,0,D
26,M,177.3,78.4,0,A
41,M,179,85.5,1,C
22,M,170,66,1,C
23,M,175.1,72.7,0,D
34,M,174.3,57.8,0,D
60,M,174,73.3,0,A
22,M,157.8,62.2,1,B
40,M,185.6,79.4,0,A
29,M,181.1,84.44,1,B
21,F,158.9,65.2,0,D
60,M,165,55.7,0,A
24,M,176,78.4,1,C
54,M,161.6,59.3,0,B
60,M,162.1,66.3,0,B
51,M,168.9,70.4,1,C
29,M,170.5,66.8,1,C
21,M,171.2,71.8,0,D
61,M,169.7,65.1,0,B
58,F,163.5,62,1,C
49,M,173.2,76.1,0,D
37,M,181,84.7,1,B
50,F,168.2,56.5,0,D
28,M,169.7,78,0,D
42,M,173.1,68.6,1,C
24,M,176.3,78.04,1,C
60,M,171.3,65,0,A
32,M,174.2,77.9,1,C
24,M,178.5,84.4,0,D
21,F,158.2,58.6,0,D
31,M,174.3,72.7,0,A
27,F,166.4,53.6,0,B
25,F,160,48.9,0,A
55,M,163.7,66.9,0,D
43,M,167.1,61.3,0,A
27,M,174.6,66.3,0,A
26,M,168.1,68.2,0,A
29,M,162.2,73.2,0,D
26,F,168.9,59.9,0,B
29,M,181.6,74.94,1,B
24,M,168.4,64.74,1,C
42,M,176.8,76.7,0,D
21,M,178,71.7,0,D
22,F,163,51.5,0,B
57,F,152.4,55.2,0,B
21,M,174.2,74.1,0,A
22,M,167.7,71.4,0,A
37,M,178.5,75,1,C
23,M,169.5,77.1,1,C
60,F,156.5,55.1,1,A
32,M,173.2,71,0,A
28,M,175.9,80.8,0,D
52,F,151.4,59.6,0,D
60,F,152.9,51.3,0,B
46,M,176.7,68.6,0,D
62,M,168.1,73.9,0,A
29,M,174.6,69.4,1,C
30,M,185.4,88.6,0,D
27,M,177.5,77.6,1,C
21,F,160.2,56.86,1,A
25,F,166.2,60.9,1,A
34,M,170.7,53.7,1,B
59,F,152.5,52.3,1,C
43,M,163.8,72.5,1,C
24,M,178.3,67.1,0,A
45,F,159.2,51.2,0,A
43,F,158.3,54,0,A
28,M,182.6,71.7,0,A
53,F,158.8,62.9,1,A
41,M,169.3,54.4,0,D
22,M,172.1,63.8,1,B
24,M,179.6,65.6,1,C
50,M,173.2,84.1,0,D
21,M,168.8,58.9,1,C
56,F,169,62.9,1,C
25,M,168.3,72.4,0,A
42,M,171.7,70.5,0,A
61,F,155.5,53.8,0,A
46,M,165.8,65,0,B
30,M,168.4,56.5,1,C
25,F,158.9,51.8,0,B
49,F,158.3,55.3,1,A
21,F,163.5,47.5,1,C
56,M,167,72.2,0,B
32,M,181.2,87,1,C
29,F,157.2,47.9,0,A
22,F,159.3,52.6,0,B
62,M,162,73.1,0,D
21,M,181.9,76.6,0,D
33,F,163.5,50.1,0,A
55,M,171.3,82.34,0,B
44,F,165.7,57.1,1,A
23,M,177.1,66.7,1,C
49,M,168.1,64.1,0,B
22,M,172.8,73.8,1,B
41,F,164.1,67,0,D
51,F,155.7,50.4,0,D
26,M,175.3,70,1,B
43,F,157,54,1,C
27,M,176.9,98.8,0,D
26,F,168.7,59.1,1,A
63,F,151,55,0,A
24,M,181.6,75.82,0,D
22,M,172.8,64.7,0,D
37,F,159.4,53.8,1,C
31,M,178.8,97,0,D
29,F,160.7,48.4,0,D
30,M,169.4,73.9,1,B
52,F,154.5,54.4,0,B
53,M,172.2,59.5,0,A
21,F,172.4,67.7,1,A
29,F,156.7,52.2,0,B
41,F,159.6,53.5,1,C
23,M,174.2,67,0,D
60,M,165.9,76.8,0,B
32,M,182.4,91.7,1,B
55,M,171.1,76.4,0,D
34,M,166.4,63.2,1,C
51,F,157.2,46.3,0,A
26,M,169.4,69.7,0,D
35,M,178.7,82.5,1,B
28,M,169.6,69.6,0,D
23,M,177.4,73.62,0,A
23,F,161.3,66.4,1,A
39,M,181.5,70.1,1,B
21,F,173.7,62.5,1,C
22,F,153.2,58.6,0,B
49,M,170.3,89.1,0,B
25,M,171.7,73.8,1,C
21,M,170,61.7,1,B
28,F,160.7,63,1,C
60,M,170,76,0,B
24,F,162.3,59.3,0,D
33,M,184.9,104.3,0,D
62,M,164.2,68.96,1,C
60,M,169.4,68,0,A
27,F,165.5,67.6,0,B
37,M,177,74,0,A
29,F,168.8,63.82,0,B
32,M,170.4,77.5,1,B
21,F,170.3,63.2,1,A
50,F,161.5,52,0,A
25,F,164.5,68.5,1,A
50,F,163.7,58.2,1,A
26,F,161.6,53.3,0,B
33,M,175.6,72.9,0,A
26,M,167,60,1,C
59,F,162.6,52.98,1,C
30,M,173,86.5,0,A
30,F,161.9,46.8,0,A
58,F,168.6,92.9,0,D
29,F,163.8,46.7,0,B
25,M,170.8,83.9,1,B
26,M,181.8,82.56,1,B
28,M,176.7,85.8,0,D
45,F,165.5,54.1,0,A
37,M,180.2,77.2,0,D
60,M,172.4,66.5,1,C
46,M,172.3,56.3,0,D
52,F,160,60.5,1,C
29,F,157.3,45.3,1,C
24,M,187.6,69.5,0,D
28,M,175.2,67.2,1,B
35,M,168.1,85.6,1,B
63,M,173,78,1,C
60,M,171.6,73.5,0,A
50,M,178.2,88.4,1,C
52,M,157.8,62.9,0,B
57,F,156.8,60.9,1,C
23,M,170.1,62.2,1,B
62,M,163.3,59.84,0,B
31,M,170.6,68.3,0,D
53,M,167.7,100.1,0,D
45,F,156.6,60.6,0,D
33,F,167.4,69.9,0,B
44,M,172.6,75.9,1,C
28,M,178.7,81.9,0,D
25,M,171.6,67.1,1,B
33,F,163.5,58.1,1,A
50,F,155.7,87.3,0,D
36,F,164.8,58.8,0,B
22,M,179.1,74.7,1,B
29,F,163.5,52.2,0,A
43,M,175.4,81.8,1,C
22,M,173.5,71.18,1,B
27,M,181.1,60.9,1,C
22,M,175.9,90.7,1,B
23,M,181,69.4,0,D
23,M,173.6,85.7,0,D
64,M,174.6,65.3,1,C
60,M,179.9,81.3,0,B
40,F,154.9,48.8,0,B
36,M,179.2,79.5,1,C
64,M,170.7,62.2,1,C
25,M,177.5,69.7,1,B
64,M,172.1,72.88,1,C
60,F,152.3,52.5,0,A
60,F,155.8,69,0,D
23,F,159.8,52.7,0,A
30,M,170.6,70.7,1,C
24,M,179.6,80.9,0,D
31,M,173.7,78.4,0,A
56,F,158.7,63.7,0,D
60,M,168.6,81.7,0,B
26,M,179.4,73.8,0,D
56,F,162.1,55.1,1,A
55,F,154.7,50.6,1,C
41,M,176.9,71.1,0,D
48,M,159.7,59.4,0,A
33,F,166,58.1,0,B
47,M,172.8,81.7,1,C
21,F,160.3,61,0,D
57,F,154,59.6,0,D
28,M,170.6,74.9,0,A
30,F,164.1,50.9,0,B
50,M,166.7,68.8,1,C
58,M,174,69.6,1,C
30,F,164.2,58.9,0,D
25,F,163.1,53.4,0,A
37,F,168.2,54.1,0,D
29,F,166.3,53.6,0,B
27,M,165.3,63.1,1,C
35,F,166.6,64.4,1,C
30,M,179.8,80.6,1,C
28,M,179.7,69.9,0,A
38,F,171.4,56.3,0,D
39,F,162.2,54.4,0,A
53,M,173.7,64.7,0,A
28,M,178.4,71,0,D
59,M,165.4,70.2,0,D
60,F,155.6,55.4,0,D
24,F,159.9,52.7,0,A
26,M,169.7,58.5,1,C
60,M,174.6,70.4,0,A
58,F,157.9,67.9,0,D
28,M,176.7,93.8,0,D
32,M,176.9,78.3,0,A
22,F,169.1,62.6,0,D
39,F,152.3,57.6,0,D
48,M,168,76.3,1,C
29,F,161.3,52,0,B
32,F,158.8,55.9,1,A
39,F,150.2,60.9,0,D
26,M,177,69.5,0,A
63,M,168.2,67.8,1,C
49,M,172.1,80.6,1,C
22,M,170.8,86.9,0,D
21,M,169,70.56,1,B
38,F,156.2,46.4,0,D
56,F,155.9,50.7,1,C
60,M,169.8,77.5,0,B
58,F,165.4,65.6,0,B
62,F,161.2,58.1,1,C
21,F,158.4,51.7,1,C
57,M,168.1,68.2,0,D
62,F,154.5,47,0,B
22,M,171.9,54.8,0,D
22,M,184,83.2,0,D
35,M,177.8,75.7,0,A
43,F,158.6,53.4,0,B
22,F,156,53,0,B
32,M,171.5,71.9,0,A
40,M,164.2,77,0,D
38,M,174.3,74.3,0,A
24,F,166.8,65.8,1,A
22,F,158.7,56.7,0,B
52,M,166,73.3,0,B
31,M,176,82.5,1,B
21,M,179.7,73.6,0,D
51,F,152.8,70.1,0,D
36,M,176.5,73,0,D
25,M,184,88.1,0,A
51,F,150,62.3,0,D
25,M,181.7,85.22,1,B
61,F,160,59.4,1,C
27,M,170.5,64.6,1,C
50,M,179.3,85,0,A
22,M,176.1,70.1,0,D
38,M,176.5,77.9,1,B
32,M,178.1,64,0,A
27,F,161.5,53.1,0,B
24,F,158.5,55.7,1,C
31,M,173,83.8,0,D
38,F,164.7,62.8,0,D
44,M,181.4,100.08,1,C
55,M,170,73.6,1,C
21,F,171.8,70.8,0,B
59,F,147.5,53.7,0,B
26,M,177.5,83.5,0,D
63,M,164,56.5,0,D
21,M,169.1,63,0,D
39,M,171.2,69.9,1,B
40,F,161.5,54.1,0,A
28,M,166.5,62.8,1,B
22,M,179.3,61.2,1,C
30,F,156.2,52.8,1,C
31,M,164.3,62.9,1,C
24,F,169.3,75.2,1,A
21,M,173.9,76.7,1,C
22,F,162.9,51.56,0,D
49,F,162.5,63.3,1,A
25,F,159.2,51,1,C
62,M,166.1,76.5,0,B
50,F,155.1,55.7,0,D
28,M,166.9,65.6,1,C
33,M,167.9,78.4,0,A
22,M,171,81.7,0,D
21,M,172.9,59.4,0,A
32,M,172.7,68.34,1,B
57,F,155,57.14,1,C
21,M,178.4,72.2,0,A
64,F,151,55.3,1,A
48,M,169.6,66.1,0,A
22,M,175.1,76.2,0,D
57,M,174.1,68.9,0,A
37,M,172.8,80.8,0,A
49,M,172.8,65.2,1,C
56,F,157.5,67.2,1,A
39,M,170.7,71.7,1,B
26,M,171.7,71.3,1,B
38,M,165.1,70.7,1,B
63,F,152.7,50,0,A
24,M,174,75.5,1,B
33,M,188.6,90.3,1,B
52,M,175.2,65.1,0,A
62,F,154.9,42.4,0,A
56,M,164,73.8,0,B
41,F,152.7,50.1,0,D
21,M,173.7,79.5,1,B
29,M,183,88.2,0,D
51,M,166.1,70.5,0,D
24,F,165.7,52.5,0,A
22,M,176.1,88.2,1,C
23,M,172.4,80.3,1,C
61,M,170,82.2,0,D
28,M,176.1,76.7,0,A
24,M,177.4,73.5,1,C
28,M,180.3,80.1,1,B
39,M,186.9,82.3,0,D
59,F,154.3,76.1,0,D
26,M,182.5,71.68,1,B
32,F,170.8,71.5,1,C
60,M,164,64.7,0,D
33,M,179,75.7,1,C
42,M,176.9,77,1,B
43,M,174.4,91.4,0,D
34,M,166.5,50.6,1,C
27,F,161.1,58.2,1,C
60,M,154,58.2,0,D
25,M,169.8,70,1,C
21,F,163.7,31.9,0,B
28,M,178.4,83.3,1,C
21,M,169,66.1,1,C
46,M,173,68.3,1,C
59,M,171.8,82,0,D
26,M,170.7,61.5,1,C
22,M,177.5,82.2,1,C
25,F,159,58.5,1,A
25,M,171.5,73.18,1,B
36,M,172.5,71.8,1,B
61,M,171.8,83.1,0,A
32,M,175.7,72.2,1,B
32,F,171.7,56,1,C
40,M,176.4,72.4,1,B
28,M,175.1,79.7,0,D
63,F,150.1,68.4,0,D
57,F,149.2,62.2,0,D
38,F,154.2,46.3,1,C
63,F,160.3,54.5,0,B
40,M,173.3,78.3,1,C
55,M,172.3,56.28,1,C
45,F,158.3,55.4,1,C
28,M,163.4,85.9,0,D
25,M,182.5,79.8,1,C
51,F,155.9,56,1,C
46,M,176.5,70,0,A
57,F,163.5,57.1,1,A
36,M,178.2,72.3,1,C
38,M,181.3,71.2,1,B
27,M,175.5,63.3,1,B
37,F,161.8,53.8,0,B
21,M,176,87.7,0,D
38,F,168,63.6,1,A
60,M,169.8,67.9,0,D
24,M,178.9,90.4,0,D
28,F,165,61.44,0,B
61,M,165.2,71.6,1,C
31,M,173.3,77.4,0,A
31,M,188.4,92.4,0,D
21,M,165,61.9,1,B
38,M,166.9,67,0,A
45,M,171.5,76.7,1,C
56,F,153.7,50.7,0,D
55,M,168,65,0,A
24,F,159.9,47.7,0,D
44,F,153.8,49.7,1,C
38,F,162.9,49.22,0,A
30,M,166.6,66.08,0,A
21,F,165.1,53.4,1,C
36,M,166.6,64.3,1,B
64,F,158,61.9,1,A
